stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
7753,57680,NB DITTON ST NS MAPLE CRES,DITTON ST @ MAPLE CRES,49.206658,-122.654108,ZN 99, ,0,
7754,57681,EB MAPLE CRES FS DARTFORD ST,MAPLE CRES @ DARTFORD ST,49.206102,-122.649328,ZN 99, ,0,
7755,57682,NB 207 ST FS LORNE AVE,207 ST @ LORNE AVE,49.208971,-122.648012,ZN 99, ,0,
7756,57683,NB 207 ST FS GOLF LANE,207 ST @ GOLF LANE,49.210559,-122.647973,ZN 99, ,0,
7757,57684,NB 207 ST FS RIVER RD,207 ST @ RIVER RD,49.213561,-122.647913,ZN 99, ,0,
7758,57685,EB 117 AVE FS GRAVES ST,117 AVE @ GRAVES ST,49.214297,-122.645469,ZN 99, ,0,
7759,57686,EB 117 AVE FS 210 ST,117 AVE @ 210 ST,49.214485,-122.639142,ZN 99, ,0,
7760,57687,EB 117 AVE FS RIVERWYND ST,117 AVE @ RIVERWYND ST,49.215044,-122.634562,ZN 99, ,0,
7835,57761,EB 123 AVE FS LAITY ST,123 AVE @ LAITY ST,49.226296,-122.631401,ZN 99, ,0,
7836,57762,EB 123 AVE AT 21500 BLOCK,123 AVE @ 21500 BLOCK,49.226410,-122.625139,ZN 99, ,0,
7837,57763,NB 216 ST FS 123 AVE,216 ST @ 123 AVE,49.226767,-122.622535,ZN 99, ,0,
7838,57764,EB 124 AV AT 217 ST,124 AVE @ 217 ST,49.227784,-122.618553,ZN 99, ,0,
7839,57765,EB 124 AV FS DAVISON ST,124 AVE @ DAVISON ST,49.227752,-122.614875,ZN 99, ,0,
7840,57766,EB 124 AV FS GRAY ST,124 AVE @ GRAY ST,49.227709,-122.608435,ZN 99, ,0,
7841,57767,EB 124 AVE FS 223 ST,124 AVE @ 223 ST,49.227693,-122.604069,ZN 99, ,0,
10306,59706,SB 224 ST FS 124 AVE,224 ST @ 124 AVE,49.227258,-122.601426,ZN 99, ,0,
10309,59707,SB 224 ST FS 122 AVE,224 ST @ 122 AVE,49.223908,-122.601462,ZN 99, ,0,
10313,59711,SB EDGE ST FS BROWN AVE,EDGE ST @ BROWN AVE,49.221082,-122.597880,ZN 99, ,0,
10557,59708,EB BROWN AVE FS 224 ST,BROWN AVE @ 224 ST,49.221507,-122.600944,ZN 99, ,0,
11025,60143,EB PRINCESS ST NS DITTON ST,PRINCESS ST @ DITTON ST,49.205109,-122.658210,ZN 99, ,0,
8970,58579,EB 17 AVE FS 128 ST,17 AVE @ 128 ST,49.033024,-122.866103,ZN 99, ,0,
6318,56258,WB RUSSELL AVE NS HOSPITAL ST,RUSSELL AVE @ HOSPITAL ST,49.029325,-122.793181,ZN 99, ,0,
6373,56313,EB 20 AVE FS 128 ST,20 AVE @ 128 ST,49.038462,-122.867001,ZN 99, ,0,
6374,56314,EB 20 AVE FS 129 ST,20 AVE @ 129 ST,49.038470,-122.863676,ZN 99, ,0,
6375,56315,EB 20 AVE FS 131 ST,20 AVE @ 131 ST,49.038461,-122.859432,ZN 99, ,0,
6376,56316,EB 20 AVE FS AMBLE GREENE DR,20 AVE @ AMBLE GREENE DR,49.038458,-122.855244,ZN 99, ,0,
6377,56317,EB 20 AVE FS 134 ST,20 AVE @ 134 ST,49.038450,-122.850457,ZN 99, ,0,
6378,56318,EB 20 AVE FS 136 ST,20 AVE @ 136 ST,49.038412,-122.844911,ZN 99, ,0,
6379,56319,EB 20 AVE FS 138 ST,20 AVE @ 138 ST,49.038443,-122.840107,ZN 99, ,0,
6380,56320,EB 20 AVE FS 140 ST,20 AVE @ 140 ST,49.038399,-122.833800,ZN 99, ,0,
6381,56321,EB 20 AVE FS 142 ST,20 AVE @ 142 ST,49.038388,-122.828877,ZN 99, ,0,
8806,58472,NB OCEAN PARK RD FS 16 AVE,OCEAN PARK RD @ 16 AVE,49.032425,-122.872969,ZN 99, ,0,
8810,58473,NB OCEAN PARK RD FS 18 AVE,OCEAN PARK RD @ 18 AVE,49.035098,-122.875499,ZN 99, ,0,
8807,58469,NB 124 ST FS 20 AVE,124 ST @ 20 AVE,49.039589,-122.878291,ZN 99, ,0,
8808,58470,NB 124 ST NS 22 AVE,124 ST @ 22 AVE,49.042388,-122.878309,ZN 99, ,0,
8809,58471,NB 124 ST NS 24 AVE,124 ST @ 24 AVE,49.045467,-122.878325,ZN 99, ,0,
8804,58466,EB 25 AVE FS 126 ST,25 AVE @ 126 ST,49.048065,-122.872644,ZN 99, ,0,
8972,58578,EB 26 AVE AT 12800 BLOCK,26 AVE @ 12800 BLOCK,49.049341,-122.865091,ZN 99, ,0,
9065,58586,EB 17 AVE AT 12900 BLOCK,17 AVE @ 12900 BLOCK,49.032348,-122.863485,ZN 99, ,0,
6317,56257,WB RUSSELL AVE FS FINLAY ST,RUSSELL AVE @ FINLAY ST,49.029303,-122.790751,ZN 99, ,0,
12006,61851,SB PARK RD NS SOMERSET DR,PARK RD @ SOMERSET DR,49.225053,-122.677101,ZN 99, ,0,
12004,61850,WB PARK RD FS 194B ST,PARK RD @ 194B ST,49.225648,-122.682619,ZN 99, ,0,
12005,61849,WB PARK RD NS 193 ST,PARK RD @ 193 ST,49.225644,-122.686546,ZN 99, ,0,
12016,61848,NB 192A ST FS DAVISON RD,192A ST @ DAVISON RD,49.227799,-122.688454,ZN 99, ,0,
10277,59638,SB N WILDWOOD CRES FS HAMMOND RD,N WILDWOOD CRES @ HAMMOND RD,49.216940,-122.675165,ZN 99, ,0,
10278,59639,SB N WILDWOOD CRES NS WILDWOOD PL,N WILDWOOD CRES @ WILDWOOD PL,49.214673,-122.674125,ZN 99, ,0,
10279,59640,SB N WILDWOOD CRES AT 19800 BLOCK,N WILDWOOD CRES @ 19800 BLOCK,49.214134,-122.671672,ZN 99, ,0,
10280,59641,SB WILDWOOD CRES FS 116A AVE,WILDWOOD CRES @ 116A AVE,49.211990,-122.670818,ZN 99, ,0,
10281,59642,WB S WILDWOOD CRES AT 19800 BLOCK,S WILDWOOD CRES @ 19800 BLOCK,49.210752,-122.672335,ZN 99, ,0,
10282,59637,WB S WILDWOOD CRES AT 19600 BLOCK,S WILDWOOD CRES @ 19600 BLOCK,49.211464,-122.676862,ZN 99, ,0,
10284,59636,NB BONSON RD FS S WILDWOOD CRES,BONSON RD @ S WILDWOOD CRES,49.211843,-122.678194,ZN 99, ,0,
10283,59635,WB 116B AVE FS BONSON RD,116B AVE @ BONSON RD,49.214474,-122.678638,ZN 99, ,0,
10285,59634,WB 116B AVE NS BLAKELY RD,116B AVE @ BLAKELY RD,49.214448,-122.683394,ZN 99, ,0,
10286,59633,NB BLAKELY RD FS 117 AVE,BLAKELY RD @ 117 AVE,49.215469,-122.683748,ZN 99, ,0,
10267,59629,WB FORD RD FS 190A ST,FORD RD @ 190A ST,49.222496,-122.694363,ZN 99, ,0,
10268,59628,WB FORD RD FS 189B ST,FORD RD @ 189B ST,49.222501,-122.696219,ZN 99, ,0,
10269,59627,NB 189A ST FS FORD RD,189A ST @ FORD RD,49.222731,-122.697676,ZN 99, ,0,
10270,59624,EB 122 AVE FS 189A ST,122 AVE @ 189A ST,49.224290,-122.697300,ZN 99, ,0,
10271,59625,EB 122 AVE FS 190 ST,122 AVE @ 190 ST,49.224298,-122.694530,ZN 99, ,0,
11973,61861,WB 119 AVE AT 19100 BLOCK,119 AVE @ 19100 BLOCK,49.219079,-122.691350,ZN 99, ,0,
12002,61859,NB 190A ST FS 119 AVE,190A ST @ 119 AVE,49.219307,-122.693490,ZN 99, ,0,
11980,61860,NB 190A ST FS 119B AVE,190A ST @ 119B AVE,49.220402,-122.693665,ZN 99, ,0,
7883,57809,WB 124 AVE FS 224 ST,124 AVE @ 224 ST,49.227791,-122.602244,ZN 99, ,0,
7884,57810,WB 124 AVE FS GRAY ST,124 AVE @ GRAY ST,49.227818,-122.609157,ZN 99, ,0,
7885,57811,WB 124 AVE FS 219 ST,124 AVE @ 219 ST,49.227856,-122.614438,ZN 99, ,0,
7886,57812,WB 124 AVE FS 217 ST,124 AVE @ 217 ST,49.227892,-122.618986,ZN 99, ,0,
7887,57813,SB 216 ST FS 124 AVE,216 ST @ 124 AVE,49.227508,-122.622719,ZN 99, ,0,
7888,57814,WB 123 AVE FS 216 ST,123 AVE @ 216 ST,49.226474,-122.623375,ZN 99, ,0,
7889,57815,WB 123 AVE FS 214 ST,123 AVE @ 214 ST,49.226455,-122.629108,ZN 99, ,0,
7785,57711,WB 117 AVE FS LAITY ST,117 AVE @ LAITY ST,49.215171,-122.632456,ZN 99, ,0,
7786,57712,WB 117 AVE FS FRASERVIEW ST,117 AVE @ FRASERVIEW ST,49.215144,-122.636410,ZN 99, ,0,
7787,57713,WB 117 AVE FS 210 ST,117 AVE @ 210 ST,49.214589,-122.639890,ZN 99, ,0,
7788,57714,WB 117 AV FS GRAVES ST,117 AVEE @ GRAVES ST,49.214388,-122.646083,ZN 99, ,0,
7789,57715,SB 207 ST FS RIVER ROAD WEST,207 ST @ RIVER ROAD WEST,49.212763,-122.648100,ZN 99, ,0,
7791,57717,SB 207 ST FS LORNE AVE,207 ST @ LORNE AVE,49.208407,-122.648191,ZN 99, ,0,
7792,57718,WB MAPLE CRES NS DARTFORD ST,MAPLE CRES @ DARTFORD ST,49.206224,-122.649410,ZN 99, ,0,
7793,57719,WB MAPLE CRES FS 206 ST,MAPLE CRES @ 206 ST,49.206624,-122.651574,ZN 99, ,0,
7794,57720,SB DITTON ST FS MAPLE CRES,DITTON ST @ MAPLE CRES,49.206795,-122.654093,ZN 99, ,0,
7795,57721,SB DITTON ST NS PRINCESS ST,DITTON ST @ PRINCESS ST,49.205082,-122.657860,ZN 99, ,0,
7796,57722,WB PRINCESS ST FS HAMPTON ST,PRINCESS ST @ HAMPTON ST,49.205825,-122.658797,ZN 99, ,0,
7797,57723,NB LORNE AVE FS PRINCESS ST,LORNE AVE @ PRINCESS ST,49.206515,-122.658932,ZN 99, ,0,
7798,57724,NB LORNE AVE FS ELTHAM ST,LORNE AVE @ ELTHAM ST,49.207566,-122.656636,ZN 99, ,0,
9256,58905,NB 224 ST FS 121 AVE,224 ST @ 121 AVE,49.222928,-122.601266,ZN 99, ,0,
7799,57725,WB MAPLE CRES NS WESTFIELD AVE,MAPLE CRES @ WESTFIELD AVE,49.209878,-122.655667,ZN 99, ,0,
7800,57726,NB HAMMOND RD NS 115 AVE,HAMMOND RD @ 115 AVE,49.210888,-122.657354,ZN 99, ,0,
10889,61060,HANEY PLACE BAY 5,HANEY PLACE @ BAY 5,49.219508,-122.596542,ZN 99, ,0,
11306,61353,NB 224 ST AT 12200 BLOCK,224 ST @ 12200 BLOCK,49.225496,-122.601234,ZN 99, ,0,
6280,56220,SB 128 ST FS 16 AVE,128 ST @ 16 AVE,49.030916,-122.867656,ZN 99, ,0,
6382,56322,WB 20 AVE FS 144 ST,20 AVE @ 144 ST,49.038501,-122.823795,ZN 99, ,0,
6383,56323,WB 20 AVE FS 142 ST,20 AVE @ 142 ST,49.038518,-122.829762,ZN 99, ,0,
6384,56324,WB 20 AVE FS 140 ST,20 AVE @ 140 ST,49.038534,-122.835104,ZN 99, ,0,
6385,56325,WB 20 AVE FS 138 ST,20 AVE @ 138 ST,49.038541,-122.841028,ZN 99, ,0,
6386,56326,WB 20 AVE FS 136 ST,20 AVE @ 136 ST,49.038544,-122.846062,ZN 99, ,0,
6387,56327,WB 20 AVE FS 134 ST,20 AVE @ 134 ST,49.038557,-122.851531,ZN 99, ,0,
6388,56328,WB 20 AVE FS 132A ST,20 AVE @ 132A ST,49.038556,-122.856287,ZN 99, ,0,
6389,56329,WB 20 AVE FS 131 ST,20 AVE @ 131 ST,49.038564,-122.860278,ZN 99, ,0,
6390,56330,WB 20 AVE NS 129 ST,20 AVE @ 129 ST,49.038566,-122.863813,ZN 99, ,0,
6368,56308,SB 124 ST FS 24 AVE,124 ST @ 24 AVE,49.045527,-122.878496,ZN 99, ,0,
6369,56309,SB 124 ST FS 23 AVE,124 ST @ 23 AVE,49.044056,-122.878493,ZN 99, ,0,
6370,56310,SB 124 ST FS INDIAN FORT DR,124 ST @ INDIAN FORT DR,49.038863,-122.878485,ZN 99, ,0,
6371,56311,SB OCEAN PARK RD AT 18 AVE,OCEAN PARK RD @ 18 AVE,49.034897,-122.875484,ZN 99, ,0,
8805,58467,WB 25 AVE NS 126 ST,25 AVE @ 126 ST,49.048163,-122.872951,ZN 99, ,0,
6372,56312,EB 16 AVE FS 126A ST,16 AVE @ 126A ST,49.031259,-122.871273,ZN 99, ,0,
8899,58474,NB BEST ST FS VINE AVE,BEST ST @ VINE AVE,49.030428,-122.795609,ZN 99, ,0,
8909,58468,SB 124 ST FS SEACREST DR,124 ST @ SEACREST DR,49.047240,-122.878486,ZN 99, ,0,
8912,58487,SB 124 ST FS 21A AVE,124 ST @ 21A AVE,49.041349,-122.878512,ZN 99, ,0,
12007,61895,EB THUNDERBIRD BLVD NS EAGLES DR,THUNDERBIRD BLVD @ EAGLES DR,49.259395,-123.247674,ZN 99, ,0,
12008,61832,SB EAST MALL FS EAGLES DR,EAST MALL @ EAGLES DR,49.258079,-123.244430,ZN 99, ,0,
11948,61900,EB AGRONOMY RD NS WEST MALL,AGRONOMY RD @ WEST MALL,49.260466,-123.252885,ZN 99, ,0,
7869,57795,EB 116 AVE FS LOUGHEED HWY,116 AVE @ LOUGHEED HWY,49.212844,-122.585415,ZN 99, ,0,
7870,57796,EB 116 AVE NS 231B ST,116 AVE @ 231B ST,49.213021,-122.580485,ZN 99, ,0,
7871,57797,NB 232 ST FS 117 AVE,232 ST @ 117 AVE,49.215188,-122.579160,ZN 99, ,0,
9684,59186,SB 238B ST FS DEWDNEY TRUNK RD,238B ST @ DEWDNEY TRUNK RD,49.219925,-122.561339,ZN 99, ,0,
9685,59183,SB 238B ST NS 118 AVE,238B ST @ 118 AVE,49.217376,-122.561355,ZN 99, ,0,
9686,59181,SB CREEKSIDE ST AT 11600 BLOCK,CREEKSIDE ST @ 11600 BLOCK,49.214596,-122.563468,ZN 99, ,0,
9687,59179,WB 116 AVE AT 23700 BLOCK,116 AVE @ 23700 BLOCK,49.212572,-122.565458,ZN 99, ,0,
9689,59173,SB 236 ST FS 113A AVE,236 ST @ 113A AVE,49.208084,-122.567965,ZN 99, ,0,
9690,59171,SB GILKER HILL RD AT 11100 BLOCK,GILKER HILL RD @ 11100 BLOCK,49.205302,-122.570453,ZN 99, ,0,
7868,57794,EB LOUGHEED HWY FS 228 ST,LOUGHEED HWY @ 228 ST,49.215425,-122.589701,ZN 99, ,0,
9953,59296,SB 236 ST FS 116 AVE,236 ST @ 116 AVE,49.210989,-122.567925,ZN 99, ,0,
11035,59207,EB 104 AVE FS 244 ST,104 AVE @ 244 ST,49.191251,-122.547081,ZN 99, ,0,
11026,59209,EB 104 AVE NS 245 ST,104 AVE @ 245 ST,49.191259,-122.543078,ZN 99, ,0,
11033,59192,EB 104 AVE FS 240 ST,104 AVE @ 240 ST,49.191289,-122.555713,ZN 99, ,0,
9692,59168,EB KANAKA WAY FS CREEKSIDE ST,KANAKA WAY @ CREEKSIDE ST,49.204056,-122.566052,ZN 99, ,0,
9693,59166,EB KANAKA WAY FS 238 ST,KANAKA WAY @ 238 ST,49.204717,-122.562229,ZN 99, ,0,
10212,59698,SB 240 ST FS KANAKA WAY,240 ST @ 112 AVE,49.205432,-122.556702,ZN 99, ,0,
9695,59162,SB 240 ST FS 110 AVE,240 ST @ 110 AVE,49.202082,-122.556702,ZN 99, ,0,
9691,59170,EB KANAKA WAY NS 236 ST,KANAKA WAY @ 236 ST,49.204200,-122.568458,ZN 99, ,0,
11341,51919,WB NW MARINE DR FS CECIL GREEN PARK RD,NW MARINE DR @ CECIL GREEN PARK RD,49.270517,-123.255442,ZN 99, ,0,
12010,61424,SB WEST MALL FS NW MARINE DR,WEST MALL @ NW MARINE DR,49.268113,-123.258499,ZN 99, ,0,
12011,61896,SB LOWER MALL FS UNIVERSITY BLVD,LOWER MALL @ UNIVERSITY BLVD,49.263228,-123.256272,ZN 99, ,0,
7743,57670,MAPLE MEADOWS STN BAY 3,MAPLE MEADOWS STATION @ BAY 3,49.216766,-122.666483,ZN 99, ,0,
9901,60749,FLAGSTOP EB ON DEWDNEY TRUNK RD AT GARIBALDI ST,DEWDNEY TRUNK RD @ FLAG STOP,49.219958,-122.461333,ZN 99, ,0,
7926,57852,SB 280 ST NS LOUGHEED HWY,280 ST @ LOUGHEED HWY,49.174292,-122.444274,ZN 99, ,0,
7899,57825,EB DEWDNEY TRUNK RD NS 256 ST,DEWDNEY TRUNK RD @ 256 ST,49.220388,-122.513412,ZN 99, ,0,
7900,57826,FLAGSTOP EB DEWDNEY TRUNK RD AT 25900 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.220301,-122.503578,ZN 99, ,0,
7901,59593,EB DEWDNEY TRUNK RD AT 26300 BLOCK,DEWDNEY TRUNK RD @ 26300 BLOCK,49.220176,-122.493139,ZN 99, ,0,
7902,57828,FLAGSTOP EB DEWDNEY TRUNK RD AT 26500 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.220021,-122.485877,ZN 99, ,0,
7903,57829,FLAGSTOP EB DEWDNEY TRUNK RD AT 26900 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.220016,-122.475923,ZN 99, ,0,
7904,57830,FLAGSTOP NB MCNUTT RD AT 12000 BLOCK,MCNUTT RD @ FLAG STOP,49.220886,-122.467428,ZN 99, ,0,
7905,57831,FLAGSTOP NB MCNUTT RD AT 12400 BLOCK,MCNUTT RD @ FLAG STOP,49.227406,-122.463924,ZN 99, ,0,
7906,57832,FLAGSTOP EB ON 128 AVE,128 AVE @ FLAG STOP,49.233197,-122.460666,ZN 99, ,0,
7907,57833,FLAGSTOP SB ON SAYERS CRES,SAYERS CRES @ FLAG STOP,49.231329,-122.455362,ZN 99, ,0,
7908,57834,FLAGSTOP WB ON SAYERS CRES,SAYERS CRES @ FLAG STOP,49.228786,-122.460817,ZN 99, ,0,
7909,57835,FLAGSTOP SB ON GARIBALDI ST,GARIBALDI ST @ FLAG STOP,49.223117,-122.460472,ZN 99, ,0,
7910,57836,FLAGSTOP EB DEWDNEY TRUNK RD AT 27800 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.219902,-122.450854,ZN 99, ,0,
7911,57837,FLAGSTOP EB DEWDNEY TRUNK RD AT 28300 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.219860,-122.436985,ZN 99, ,0,
7912,57838,FLAGSTOP SB 284 ST AT 11900 BLOCK,284 ST @ FLAG STOP,49.218721,-122.432439,ZN 99, ,0,
7913,57839,FLAGSTOP SB 284 ST AT 11600 BLOCK,284 ST @ FLAG STOP,49.214854,-122.435339,ZN 99, ,0,
7914,57840,FLAGSTOP SB 280 ST AT 11400 BLOCK,280 ST @ FLAG STOP,49.210632,-122.439311,ZN 99, ,0,
7915,57841,FLAGSTOP SB 280 ST AT 11300 BLOCK,280 ST @ FLAG STOP,49.207429,-122.441828,ZN 99, ,0,
7917,57843,FLAGSTOP SB 280 ST AT 11100 BLOCK,280 ST @ FLAG STOP,49.204870,-122.442718,ZN 99, ,0,
7918,57844,FLAGSTOP SB 280 ST AT 10800 BLOCK,280 ST @ FLAG STOP,49.198655,-122.442350,ZN 99, ,0,
7919,57845,FLAGSTOP SB 280 ST AT 10500 BLOCK,280 ST @ FLAG STOP,49.194229,-122.444046,ZN 99, ,0,
7920,57846,FLAGSTOP SB 280 ST AT 10300 BLOCK,280 ST @ FLAG STOP,49.189951,-122.446608,ZN 99, ,0,
7921,57847,FLAGSTOP SB 280 ST AT 10000 BLOCK,280 ST @ FLAG STOP,49.184256,-122.446562,ZN 99, ,0,
7922,57848,FLAGSTOP SB 280 ST AT 9800 BLOCK,280 ST @ FLAG STOP,49.180190,-122.445359,ZN 99, ,0,
7925,57851,FLAGSTOP SB 280 ST AT 9600 BLOCK,280 ST @ FLAG STOP,49.176661,-122.443681,ZN 99, ,0,
7823,57749,WB DEWDNEY TRUNK RD FS 256 ST,DEWDNEY TRUNK RD @ 256 ST,49.220510,-122.514111,ZN 99, ,0,
7927,57853,FLAGSTOP WB LOUGHEED HWY AT 27500 BLOCK,LOUGHEED HWY @ FLAG STOP,49.174357,-122.455018,ZN 99, ,0,
7928,57854,FLAGSTOP WB LOUGHEED HWY AT 27300 BLOCK,LOUGHEED HWY @ FLAG STOP,49.174256,-122.465670,ZN 99, ,0,
7929,57855,FLAGSTOP NB 272 ST AT 9400 BLOCK,272 ST @ FLAG STOP,49.173324,-122.475620,ZN 99, ,0,
7930,57856,FLAGSTOP NB ON RIVER RD,RIVER RD @ FLAG STOP,49.175975,-122.469494,ZN 99, ,0,
7931,57857,FLAGSTOP NB 272 ST AT 9800 BLOCK,272 ST @ FLAG STOP,49.180839,-122.468421,ZN 99, ,0,
7932,57858,FLAGSTOP NB 272 ST AT 10000 BLOCK,272 ST @ FLAG STOP,49.184502,-122.468395,ZN 99, ,0,
7933,57859,FLAGSTOP NB 272 ST AT 10300 BLOCK,272 ST @ FLAG STOP,49.190443,-122.468415,ZN 99, ,0,
7934,57860,FLAGSTOP NB 272 ST AT 10500 BLOCK,272 ST @ FLAG STOP,49.194088,-122.468388,ZN 99, ,0,
7935,57861,FLAGSTOP NB 272 ST AT 10800 BLOCK,272 ST @ FLAG STOP,49.198407,-122.468346,ZN 99, ,0,
7936,57862,FLAGSTOP NB 272 ST AT 11000 BLOCK,272 ST @ FLAG STOP,49.203063,-122.468357,ZN 99, ,0,
7937,57863,FLAGSTOP NB 272 ST AT 11300 BLOCK,272 ST @ FLAG STOP,49.207756,-122.468354,ZN 99, ,0,
7938,57864,FLAGSTOP NB 272 ST AT 11500 BLOCK,272 ST @ FLAG STOP,49.212003,-122.468339,ZN 99, ,0,
7939,57865,FLAGSTOP NB 272 ST AT 11700 BLOCK,272 ST @ FLAG STOP,49.215502,-122.462910,ZN 99, ,0,
7940,57866,FLAGSTOP NB 272 ST AT 11900 BLOCK,272 ST @ FLAG STOP,49.218794,-122.458483,ZN 99, ,0,
7946,57872,FLAGSTOP WB DEWDNEY TRUNK RD AT 26900 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.220182,-122.477466,ZN 99, ,0,
7947,59623,WB DEWDNEY TRUNK RD AT 26300 BLOCK,DEWDNEY TRUNK RD @ 26300 BLOCK,49.220304,-122.493200,ZN 99, ,0,
7948,57874,FLAGSTOP WB DEWDNEY TRUNK RD AT 26000 BLOCK,DEWDNEY TRUNK RD @ FLAG STOP,49.220444,-122.501411,ZN 99, ,0,
7824,57750,WB DEWDNEY TRUNK RD FS 252 ST,DEWDNEY TRUNK RD @ 252 ST,49.220429,-122.524013,ZN 99, ,0,
7825,57751,WB DEWDNEY TRUNK RD FS 250 ST,DEWDNEY TRUNK RD @ 250 ST,49.220368,-122.529618,ZN 99, ,0,
9900,60748,FLAGSTOP WB ON DEWDNEY TRUNK RD AT GARIBALDI ST,DEWDNEY TRUNK RD @ FLAG STOP,49.220122,-122.461332,ZN 99, ,0,
10852,57873,FLAGSTOP WB DEWDNEY TRUNK RD AT 26400 BLOCK,DEWDNEY TRUNK RD @ FLAGSTOP,49.220217,-122.489760,ZN 99, ,0,
7941,57867,FLAGSTOP NB ON GARIBALDI ST,GARIBALDI ST @ FLAG STOP,49.222516,-122.460555,ZN 99, ,0,
7942,57868,FLAGSTOP EB ON SAYERS CRES,SAYERS CRES @ FLAG STOP,49.228613,-122.460736,ZN 99, ,0,
7943,57869,FLAGSTOP WB ON 128 AVE,128 AVE @ FLAG STOP,49.233563,-122.455964,ZN 99, ,0,
7944,57870,FLAGSTOP SB MCNUTT RD AT 12200 BLOCK,MCNUTT RD @ FLAG STOP,49.227406,-122.464168,ZN 99, ,0,
7945,57871,FLAGSTOP SB MCNUTT RD AT 12000 BLOCK,MCNUTT RD @ FLAG STOP,49.221215,-122.467589,ZN 99, ,0,
6281,56221,SB 128 ST FS 14B AVE,128 ST @ 14B AVE,49.028902,-122.867634,ZN 99, ,0,
6282,56222,EB MARINE DR FS 128A ST,MARINE DR @ 128A ST,49.027164,-122.865876,ZN 99, ,0,
6283,56223,EB MARINE DR FS 129A ST,MARINE DR @ 129A ST,49.027146,-122.863722,ZN 99, ,0,
6284,56224,EB MARINE DR FS 131 ST,MARINE DR @ 131 ST,49.026682,-122.858912,ZN 99, ,0,
6285,56225,EB MARINE DR FS 132B ST,MARINE DR @ 132B ST,49.026842,-122.853771,ZN 99, ,0,
6286,56226,EB MARINE DR FS 133A ST,MARINE DR @ 133A ST,49.026924,-122.851296,ZN 99, ,0,
6287,56227,EB MARINE DR AT 13400 BLOCK,MARINE DR @ 13400 BLOCK,49.027020,-122.848008,ZN 99, ,0,
6288,56228,EB MARINE DR NS 136 ST,MARINE DR @ 136 ST,49.027101,-122.845857,ZN 99, ,0,
6289,56229,EB MARINE DR AT 13800 BLOCK,MARINE DR @ 13800 BLOCK,49.027334,-122.839551,ZN 99, ,0,
6290,56230,EB MARINE DR FS NICHOL RD,MARINE DR @ NICHOL RD,49.027482,-122.833913,ZN 99, ,0,
6294,56234,EB MARINE DR NS DUPREZ ST,MARINE DR @ DUPREZ ST,49.024751,-122.818651,ZN 99, ,0,
6295,56235,EB MARINE DR NS ANDERSON ST,MARINE DR @ ANDERSON ST,49.024190,-122.815495,ZN 99, ,0,
6296,56236,EB MARINE DR NS OXFORD ST,MARINE DR @ OXFORD ST,49.023366,-122.812699,ZN 99, ,0,
6313,56253,WB RUSSELL AVE FS STAYTE RD,RUSSELL AVE @ STAYTE RD,49.029277,-122.779818,ZN 99, ,0,
6314,56254,WB RUSSELL AVE FS HABGOOD ST,RUSSELL AVE @ HABGOOD ST,49.029281,-122.782374,ZN 99, ,0,
6315,56255,WB RUSSELL AVE FS KENT ST,RUSSELL AVE @ KENT ST,49.029283,-122.785367,ZN 99, ,0,
6316,56256,WB RUSSELL AVE FS LEE ST,RUSSELL AVE @ LEE ST,49.029290,-122.787770,ZN 99, ,0,
6320,56260,WB RUSSELL AVE FS FIR ST,RUSSELL AVE @ FIR ST,49.029368,-122.798787,ZN 99, ,0,
6291,56231,EB MARINE DR FS BISHOP RD,MARINE DR @ BISHOP RD,49.026623,-122.830266,ZN 99, ,0,
6292,56232,EB MARINE DR NS MAGDALEN CRES,MARINE DR @ MAGDALEN CRES,49.026054,-122.824792,ZN 99, ,0,
6293,56233,EB MARINE DR FS MAGDALEN CRES,MARINE DR @ MAGDALEN CRES,49.025440,-122.822273,ZN 99, ,0,
6240,56180,EB RUSSELL AVE FS GEORGE ST,RUSSELL AVE @ GEORGE ST,49.029266,-122.799300,ZN 99, ,0,
6241,56181,EB RUSSELL AVE FS MERKLIN ST,RUSSELL AVE @ MERKLIN ST,49.029238,-122.796741,ZN 99, ,0,
6242,56182,EB RUSSELL AVE FS HOSPITAL ST,RUSSELL AVE @ HOSPITAL ST,49.029215,-122.793594,ZN 99, ,0,
6243,56183,EB RUSSELL AVE FS FINLAY ST,RUSSELL AVE @ FINLAY ST,49.029170,-122.789768,ZN 99, ,0,
6244,56184,EB RUSSELL AVE FS LEE ST,RUSSELL AVE @ LEE ST,49.029165,-122.787270,ZN 99, ,0,
6245,56185,EB RUSSELL AVE NS KENT ST,RUSSELL AVE @ KENT ST,49.029166,-122.785010,ZN 99, ,0,
6246,56186,EB RUSSELL AVE FS HABGOOD ST,RUSSELL AVE @ HABGOOD ST,49.029158,-122.781815,ZN 99, ,0,
6256,56196,WB MARINE DR FS MAPLE ST,MARINE DR @ MAPLE ST,49.016649,-122.789264,ZN 99, ,0,
