from_stop_id,to_stop_id,transfer_type,min_transfer_time
12234,7643,0,
12234,3195,0,
12234,3906,0,
12232,12240,0,
12232,12242,2,300
12232,12241,2,300
12230,11943,0,
12230,11942,0,
12230,11941,0,
12230,12320,0,
12230,11940,0,
12228,12210,0,
12228,12211,0,
12228,12212,0,
12228,3243,2,300
12228,3155,0,
8746,8755,2,120
8746,8746,2,60
8746,12227,0,
8746,8672,0,
8746,8657,0,
8746,8676,0,
8746,8685,0,
8746,8688,0,
8746,8690,0,
8746,8689,0,
8746,8687,0,
8746,8691,0,
8747,10971,0,
8747,9952,0,
8747,10972,0,
9510,8703,2,360
8748,8679,0,
8748,8659,0,
8748,8680,0,
8749,8683,2,300
8749,8697,0,
8750,11878,2,420
8750,11873,0,
8750,11876,0,
8750,11877,0,
8750,11874,0,
8751,9505,2,300
8751,8674,2,300
8751,8673,0,
8752,11095,2,300
8752,8860,0,
8752,906,2,360
8752,911,2,360
8753,1091,2,300
8753,8907,0,
8754,8073,2,360
8754,8044,2,360
8754,11606,2,300
8754,8913,2,360
8754,11588,2,360
8754,1230,2,420
8754,12073,2,300
8049,12366,2,360
8049,2523,2,300
8049,2833,2,300
8049,2761,2,300
8049,2671,2,300
8049,2414,0,
8049,2016,2,300
8049,1173,2,300
8050,10202,0,
8051,10429,0,
8051,3023,0,
8051,2692,0,
8051,2630,0,
8051,2477,0,
8051,2799,0,
8052,10423,0,
8052,6984,0,
8052,10915,0,
8052,5989,0,
8052,3535,0,
8052,2397,0,
8052,2252,0,
8052,2203,0,
8053,11716,0,
8053,11715,0,
8053,11711,0,
8053,11710,0,
8053,11718,0,
8053,11719,0,
8053,11712,0,
8055,5148,0,
8055,5890,0,
8055,7639,0,
8056,10884,2,300
8056,5844,2,300
8057,11764,2,360
8057,5769,2,300
8057,5122,0,
8057,5891,2,300
8057,5793,2,300
8057,5768,2,300
8057,5494,0,
8057,11882,2,300
8057,5262,0,
8057,5045,0,
8057,10881,2,300
8057,6467,0,
8057,5667,0,
8058,6468,2,360
8058,5042,0,
8040,12375,2,300
8040,8535,2,300
8040,4496,2,360
8040,9128,2,360
8041,11535,0,
8042,11495,2,300
8043,1286,2,300
8043,181,0,
8043,235,0,
8044,8754,2,360
8044,8763,2,360
8044,11606,2,300
8044,972,2,300
8044,11588,0,
8044,1230,2,300
8044,12073,2,360
8045,1572,0,
8045,1541,0,
8045,695,0,
8046,1615,0,
8046,12393,0,
8046,11762,0,
8046,1065,0,
8046,1832,0,
8047,11455,0,
8047,1905,0,
8047,1736,0,
8047,1685,0,
8047,1651,0,
8048,2539,0,
8578,8561,0,
8578,8552,0,
8578,10564,0,
8578,8574,0,
8578,8575,0,
8070,11455,2,300
8070,1905,0,
8070,1736,0,
8070,1685,0,
8070,1651,0,
8071,1615,0,
8071,12393,0,
8071,11762,0,
8071,1065,0,
8071,1832,0,
8072,1572,0,
8072,1541,0,
8072,695,0,
8073,8754,2,360
8073,8763,2,360
8073,11606,2,300
8073,972,2,300
8073,11588,2,300
8073,1230,2,300
8073,12073,2,300
8074,10480,2,300
8074,1286,2,360
8074,181,0,
8074,235,0,
8075,11495,2,300
8075,82,2,480
8075,81,2,420
8076,11706,2,420
8076,4881,2,420
8076,11524,2,360
8076,11525,2,360
8076,4882,2,420
8076,10399,0,
8076,11535,2,360
8076,96,2,420
8076,77,2,420
8076,4495,2,360
8077,409,2,300
8077,534,2,300
8077,12375,2,300
8077,8535,2,300
8078,11302,2,360
8078,35,2,300
8078,8035,2,480
8078,12138,2,360
8060,11764,2,360
8060,5769,2,300
8060,5891,0,
8060,5793,2,300
8060,5768,2,300
8060,11882,2,300
8060,5262,0,
8060,5045,0,
8060,5667,0,
8061,10884,0,
8061,5844,2,300
8062,5148,0,
8062,5890,0,
8062,7639,0,
8063,2339,2,300
8063,8054,0,
8063,8978,0,
8064,11715,0,
8064,11711,0,
8064,11710,0,
8064,11718,0,
8064,11719,0,
8064,11712,0,
8065,10423,0,
8065,6984,0,
8065,10915,0,
8065,5989,0,
8065,3535,0,
8065,2397,0,
8065,2252,0,
8065,2203,0,
8066,10429,0,
8066,3023,0,
8066,2692,0,
8066,2630,0,
8066,2477,0,
8066,2799,0,
8067,10202,0,
8068,12366,2,360
8068,2523,2,300
8068,2833,2,300
8068,2761,2,300
8068,2671,2,300
8068,2414,2,300
8068,2016,2,300
8068,1173,2,300
8069,2539,0,
8755,8672,0,
8755,8657,0,
8755,8676,0,
8755,8685,0,
8755,8689,0,
8755,8687,0,
8755,8691,0,
8577,8561,0,
8577,8552,0,
8577,10564,0,
8577,8574,0,
8577,8575,0,
8396,8396,0,
9199,9186,0,
3663,1442,0,
3663,1430,0,
10198,10198,0,
10198,12105,2,600
10198,10840,2,600
10198,7658,2,720
7768,9667,2,120
7768,8025,2,120
7768,8028,2,120
10294,10893,0,
10295,7835,0,
10295,7890,0,
10295,10295,0,
10299,7719,2,420
10299,7666,2,420
9632,9632,0,
9667,7777,2,360
9667,8025,2,120
9667,8028,2,120
7956,7956,0,
7854,7854,0,
7851,7857,0,
7851,7851,0,
10885,10888,0,
10885,10889,0,
10885,10890,0,
10885,10885,0,
10885,10887,0,
10885,10892,0,
10885,10886,0,
7865,7868,0,
7857,7857,0,
10343,10343,0,
11305,11305,0,
11305,11245,0,
7979,7979,0,
9665,9665,0,
9665,9701,0,
11032,9671,0,
11032,11032,0,
11032,11998,0,
11027,11028,0,
10451,10451,0,
7777,8028,2,120
10305,7785,0,
10305,10305,0,
10305,10300,0,
10310,7719,2,480
10310,7666,2,420
10316,10893,2,360
10366,10840,2,480
10366,7658,2,360
12108,12105,2,360
9658,9658,0,
11029,11029,0,
2663,10245,0,
2663,10288,0,
2663,2663,0,
10429,10429,2,120
10429,8066,0,
10429,8051,0,
10429,3023,0,
10429,2692,2,120
10429,2630,0,
10429,2477,2,120
10429,2799,2,120
10202,8067,0,
10202,8050,0,
2688,2696,0,
2689,2695,0,
10247,10247,0,
12318,1482,0,
12318,1709,0,
12318,963,0,
12318,1387,2,300
12318,2742,0,
12318,8139,0,
11934,11934,0,
7827,7743,2,120
7827,7827,2,120
7827,12105,2,540
7827,10840,2,360
7827,7658,2,120
7827,7727,2,120
7827,8024,2,120
7827,8029,2,120
10272,10272,0,
10272,7650,2,480
11559,8023,2,120
11559,8030,2,120
8970,8970,0,
6318,6318,2,120
6280,6280,0,
6280,6215,0,
6280,6153,0,
11948,11948,0,
7869,7869,0,
7743,7827,2,120
7743,12105,2,540
7743,7658,2,120
7743,7727,2,120
7743,8029,2,120
7926,7926,0,
6313,5547,2,360
6256,6303,0,
9635,9635,0,
8921,8921,0,
7076,7152,2,300
7076,8945,0,
7169,5345,0,
11801,11806,0,
11801,11809,0,
11801,11810,0,
11801,11808,0,
11801,11811,0,
11801,11799,0,
11801,11807,0,
7357,8960,2,360
7155,7155,0,
8928,7073,2,300
7328,7261,2,300
12366,12366,0,
12366,8068,2,360
12366,8049,2,360
12366,2523,2,360
12366,2833,2,360
12366,2761,2,360
12366,2671,2,360
12366,2414,2,360
12366,2016,2,360
12366,1173,2,360
2012,2021,2,300
10235,10233,0,
10235,2708,0,
2020,2020,0,
10833,10833,0,
5359,5359,0,
5359,5346,0,
9298,9299,0,
9296,11264,2,300
9299,10835,0,
10629,11754,0,
6038,10189,2,360
11593,10643,0,
11593,10644,0,
11903,11901,0,
11903,11903,0,
10673,11593,2,360
10673,10643,0,
10673,10644,0,
10701,10189,2,360
11611,11611,0,
11611,11612,0,
12373,12373,0,
12373,8060,2,420
12373,8057,2,420
12373,11764,2,360
12373,5769,2,300
12373,5122,2,360
12373,5891,2,300
12373,5793,2,300
12373,5768,2,300
12373,5494,2,360
12373,11882,2,420
12373,5262,2,300
12373,5045,2,300
12373,10881,2,480
12373,6467,2,420
12373,5667,2,300
5852,5852,0,
5854,10159,0,
5862,5844,0,
11860,6000,0,
11860,5743,0,
11860,5633,0,
11860,5700,0,
11860,11861,0,
11860,6077,0,
11860,5464,0,
11860,5593,0,
5601,5621,0,
5601,6464,0,
5615,4933,2,360
5615,4925,2,360
10428,10428,2,120
10744,10744,0,
2349,3656,2,360
3140,3613,2,300
3140,3548,0,
12291,3656,2,300
12291,3633,2,300
9574,6691,0,
9574,6675,0,
9577,6874,0,
9577,6902,0,
9580,6590,0,
9580,6646,0,
9582,6823,0,
9562,6823,0,
9564,6590,0,
9564,6646,0,
9567,6874,0,
9570,6691,0,
9570,6675,0,
9560,6805,0,
11255,11255,0,
10329,2725,0,
9721,5854,0,
7050,7050,0,
10746,10746,0,
7063,7063,0,
5561,11122,0,
5561,5583,0,
5567,4933,0,
5567,4925,0,
5585,5621,0,
5585,6464,0,
5239,10224,2,360
11820,11302,2,480
11820,8035,2,600
10213,10213,0,
10811,10811,0,
10819,4750,0,
10819,10764,0,
10819,4722,0,
10819,12054,0,
4674,4674,0,
4674,4644,0,
11867,11867,0,
11867,4461,0,
8467,4711,0,
12054,10823,0,
12054,10819,0,
4734,8636,0,
4722,10823,0,
4722,10819,0,
10764,10823,0,
10764,10819,0,
4750,10823,0,
4750,10819,0,
4756,4756,0,
4756,10328,0,
4660,11867,0,
4660,4491,0,
4817,4817,0,
8497,8497,0,
10823,4750,0,
10823,10764,0,
10823,4722,0,
10823,12054,0,
4835,4835,0,
